disease,language,category,words,images,intrawikis,sections,total_edits,first_edit,last_edit,unique_editors
Alzheimer,es,Donepezil,698,5,61,3,34,2012-05-23 21:16:43,2025-02-17 22:07:38,23
Alzheimer,fa,Donepezil,1825,6,455,8,46,2010-02-19 20:37:32,2024-02-08 15:56:32,27
Alzheimer,fi,Donepezil,318,3,27,4,21,2011-08-01 22:02:55,2025-02-27 00:00:01,12
Alzheimer,fr,Donepezil,533,8,38,7,45,2009-02-15 20:29:38,2023-08-07 10:01:36,30
Alzheimer,he,Donepezil,681,8,35,7,53,2013-10-27 13:48:23,2025-01-29 16:26:34,25
Alzheimer,id,Donepezil,557,3,36,1,5,2024-02-25 04:58:49,2024-08-25 11:26:39,3
Alzheimer,it,Donepezil,2051,8,82,7,97,2010-11-06 16:10:12,2024-05-28 07:15:01,30
Alzheimer,ja,Donepezil,231,6,54,10,97,2007-10-12 09:05:27,2024-06-15 13:48:03,66
Alzheimer,ko,Donepezil,1585,5,84,8,26,2022-06-22 15:58:07,2025-02-16 10:07:43,5
Alzheimer,la,Donepezil,138,3,11,5,3,2019-02-25 14:00:27,2021-12-28 10:53:23,1
Alzheimer,mk,Donepezil,286,4,26,2,8,2017-03-05 17:05:24,2024-09-19 10:20:34,3
Alzheimer,nl,Donepezil,717,5,38,6,23,2014-04-10 14:14:40,2024-04-12 06:28:27,7
Alzheimer,or,Donepezil,429,4,5,2,5,2019-03-20 03:11:27,2023-10-08 04:24:18,2
Alzheimer,pl,Donepezil,676,5,122,10,76,2006-12-29 17:55:35,2024-06-18 07:44:51,42
Alzheimer,pt,Donepezil,334,5,26,6,22,2010-08-04 15:50:05,2024-02-29 17:16:27,17
Alzheimer,ro,Donepezil,319,4,31,2,4,2022-05-25 21:27:54,2023-03-19 17:02:12,2
Alzheimer,ru,Donepezil,1037,7,79,9,42,2009-02-03 23:35:03,2024-01-25 13:23:02,26
Alzheimer,sh,Donepezil,648,7,40,5,21,2014-04-05 08:52:59,2024-12-19 15:02:34,5
Alzheimer,sl,Donepezil,319,4,37,5,6,2014-06-07 18:31:22,2023-10-25 17:51:10,5
Alzheimer,sr,Donepezil,726,9,154,4,20,2013-12-17 03:30:39,2024-04-09 21:19:08,8
Alzheimer,sv,Donepezil,113,3,8,3,27,2008-12-02 20:14:31,2020-04-30 10:23:05,18
Alzheimer,th,Donepezil,1373,7,76,8,10,2020-05-02 05:13:14,2024-12-16 14:54:50,6
Alzheimer,tr,Donepezil,257,0,13,2,7,2022-08-19 18:46:06,2025-02-17 07:43:26,5
Alzheimer,uk,Donepezil,770,2,63,7,10,2020-02-14 21:27:40,2023-07-24 19:52:31,7
Alzheimer,vi,Donepezil,596,0,15,2,7,2019-06-13 04:27:38,2021-11-10 01:37:31,7
Alzheimer,zh,Donepezil,300,8,63,4,23,2019-07-31 11:42:13,2024-07-14 03:57:55,10
Alzheimer,ar,Memantine,2249,9,95,8,35,2019-06-18 12:05:42,2024-12-16 09:23:49,10
Alzheimer,azb,Memantine,2718,5,223,3,5,2017-11-07 03:11:58,2024-04-30 13:10:22,3
Alzheimer,cs,Memantine,588,3,33,5,14,2018-06-26 11:19:39,2023-08-17 17:43:03,10
Alzheimer,da,Memantine,121,2,22,2,14,2008-04-11 15:59:37,2020-11-09 21:44:27,11
Alzheimer,de,Memantine,1447,3,65,9,183,2006-06-09 15:50:10,2024-12-27 00:44:03,95
Alzheimer,el,Memantine,2082,3,42,6,8,2020-12-06 19:19:26,2024-04-30 13:10:27,3
Alzheimer,en,Memantine,9977,5,1895,9,821,2004-12-17 09:40:12,2025-01-14 02:57:19,373
Alzheimer,es,Memantine,3816,3,88,6,66,2012-10-06 14:25:44,2024-04-04 19:15:47,28
Alzheimer,fa,Memantine,2179,4,326,4,32,2017-04-02 07:01:31,2024-12-20 06:44:16,17
Alzheimer,fi,Memantine,311,2,36,4,26,2009-01-04 06:38:34,2024-03-13 19:28:46,19
Alzheimer,fr,Memantine,2233,8,107,7,104,2009-04-17 16:43:09,2024-02-15 08:49:39,53
Alzheimer,he,Memantine,2315,6,82,8,81,2010-10-27 16:15:28,2025-02-13 17:39:16,40
Alzheimer,hu,Memantine,298,2,21,2,8,2014-10-06 20:36:41,2020-08-25 21:31:36,5
Alzheimer,it,Memantine,1761,6,98,4,55,2009-03-18 15:27:33,2024-10-01 07:38:25,36
Alzheimer,ja,Memantine,406,3,59,7,73,2008-05-04 04:22:46,2024-06-21 13:12:36,48
Alzheimer,mk,Memantine,247,3,25,1,14,2020-06-01 22:44:47,2024-12-04 10:32:14,4
Alzheimer,nl,Memantine,469,2,44,2,19,2013-09-13 09:06:58,2024-11-30 09:24:16,12
Alzheimer,or,Memantine,350,4,7,1,7,2022-03-14 11:17:45,2024-04-30 13:11:54,4
Alzheimer,pl,Memantine,605,3,97,6,39,2011-11-06 11:18:53,2023-11-27 14:46:38,25
Alzheimer,pt,Memantine,327,2,27,1,27,2012-11-24 16:29:29,2021-08-13 15:03:28,15
Alzheimer,ro,Memantine,377,6,62,2,5,2022-05-25 22:02:33,2024-05-10 03:06:07,4
Alzheimer,ru,Memantine,1323,4,80,7,79,2009-02-03 17:25:06,2024-12-12 04:10:59,56
Alzheimer,sh,Memantine,4716,5,1369,4,11,2014-04-05 10:59:13,2024-12-19 23:13:00,4
Alzheimer,sr,Memantine,4845,7,1664,3,28,2012-04-15 20:51:23,2021-12-18 15:21:21,9
Alzheimer,sv,Memantine,928,2,52,5,14,2009-12-02 06:00:12,2024-02-02 18:11:38,10
Alzheimer,tr,Memantine,643,4,92,1,64,2007-01-12 08:41:08,2023-12-23 07:43:21,37
Alzheimer,uk,Memantine,312,0,1,1,9,2018-02-18 00:13:18,2024-09-15 01:16:34,7
Alzheimer,vi,Memantine,1567,0,81,2,10,2019-06-17 06:35:47,2024-01-30 16:55:34,9
Alzheimer,zh,Memantine,1086,8,242,5,7,2022-02-15 09:05:50,2023-08-27 04:16:51,4
Alzheimer,en,Quest_Diagnostics,2315,6,87,5,423,2005-02-12 07:07:07,2025-02-27 19:10:56,226
Alzheimer,fa,Quest_Diagnostics,68,2,17,1,4,2021-04-13 15:33:19,2024-06-18 08:29:44,4
Alzheimer,fr,Quest_Diagnostics,179,4,24,2,10,2015-12-20 12:47:36,2024-06-21 12:45:44,8
Alzheimer,ar,Amyloid_beta,468,7,48,2,51,2008-07-24 19:24:48,2023-12-05 10:09:52,23
Alzheimer,ca,Amyloid_beta,2834,3,38,9,61,2011-11-16 12:49:18,2025-01-10 09:52:40,19
Alzheimer,cs,Amyloid_beta,757,1,14,4,23,2013-05-17 22:04:56,2024-02-06 10:09:22,15
Alzheimer,de,Amyloid_beta,1008,3,44,4,77,2009-01-15 11:19:03,2025-02-19 12:14:57,43
Alzheimer,en,Amyloid_beta,4922,5,143,10,659,2005-05-29 11:30:44,2025-02-01 23:41:17,316
Alzheimer,es,Amyloid_beta,3314,4,48,11,163,2007-05-27 22:53:44,2024-11-25 21:09:09,84
Alzheimer,fa,Amyloid_beta,2985,1,45,4,14,2021-06-09 16:42:47,2023-10-25 09:53:19,10
Alzheimer,fi,Amyloid_beta,205,1,14,1,32,2004-12-20 22:19:42,2022-08-03 08:23:59,23
Alzheimer,fr,Amyloid_beta,1760,7,59,9,103,2007-12-23 18:22:51,2025-01-13 15:41:46,67
Alzheimer,gl,Amyloid_beta,5930,4,103,10,66,2014-03-12 17:18:55,2024-12-05 04:25:13,7
Alzheimer,he,Amyloid_beta,789,2,29,5,39,2018-06-13 14:21:26,2025-02-23 18:21:10,20
Alzheimer,it,Amyloid_beta,508,1,22,4,67,2006-02-12 18:24:09,2025-02-26 20:26:23,48
Alzheimer,ja,Amyloid_beta,2683,3,111,10,31,2019-05-02 10:34:11,2024-09-23 00:52:30,15
Alzheimer,ko,Amyloid_beta,463,2,15,3,20,2017-06-27 09:49:49,2022-08-22 09:53:44,8
Alzheimer,la,Amyloid_beta,1197,5,28,6,30,2019-01-16 20:52:54,2023-04-22 19:55:08,4
Alzheimer,mk,Amyloid_beta,147,2,9,1,6,2021-05-05 09:42:21,2023-10-27 07:59:48,2
Alzheimer,nl,Amyloid_beta,382,3,18,0,8,2017-11-18 21:00:27,2024-08-19 16:41:34,6
Alzheimer,pt,Amyloid_beta,105,4,11,1,9,2014-11-19 13:20:51,2020-06-24 20:10:11,4
Alzheimer,ru,Amyloid_beta,2248,2,65,7,82,2015-07-05 09:35:25,2025-01-21 16:18:19,28
Alzheimer,sk,Amyloid_beta,1977,4,22,4,2,2024-07-17 21:51:09,2024-07-17 21:57:20,1
Alzheimer,sv,Amyloid_beta,1910,1,30,4,13,2013-04-21 11:25:20,2024-04-09 16:01:33,9
Alzheimer,th,Amyloid_beta,48,2,12,1,14,2009-02-25 06:42:53,2025-01-05 09:13:04,11
Alzheimer,uk,Amyloid_beta,155,2,19,4,33,2009-08-26 22:38:28,2023-01-30 14:23:33,22
Alzheimer,zh,Amyloid_beta,58,2,7,1,8,2021-06-08 11:40:39,2024-03-06 09:54:15,4
Alzheimer,ar,Amyloid-beta_precursor_protein,1487,7,61,4,22,2020-06-08 15:48:46,2024-03-06 00:09:20,8
Alzheimer,bs,Amyloid-beta_precursor_protein,5735,39,140,8,16,2022-02-12 15:56:26,2024-09-18 13:12:22,5
Alzheimer,ca,Amyloid-beta_precursor_protein,3652,17,92,5,124,2009-07-01 09:49:00,2025-01-31 09:44:23,25
Alzheimer,cs,Amyloid-beta_precursor_protein,582,2,24,5,8,2014-12-07 16:45:09,2021-08-04 10:20:29,4
Alzheimer,cy,Amyloid-beta_precursor_protein,988,4,8,3,2,2018-01-30 08:55:34,2018-01-30 09:53:34,2
Alzheimer,de,Amyloid-beta_precursor_protein,502,1,26,3,57,2007-12-16 17:52:58,2023-11-11 17:59:57,29
Alzheimer,el,Amyloid-beta_precursor_protein,420,1,5,2,9,2020-01-21 17:33:40,2024-03-29 21:41:32,3
Alzheimer,en,Amyloid-beta_precursor_protein,6628,39,185,9,279,2005-05-30 01:26:23,2024-11-15 22:54:12,131
Alzheimer,es,Amyloid-beta_precursor_protein,687,2,35,3,53,2007-05-28 02:36:35,2023-04-04 09:45:50,31
Alzheimer,fi,Amyloid-beta_precursor_protein,155,1,14,1,15,2010-04-07 12:02:39,2022-10-18 18:55:46,8
Alzheimer,fr,Amyloid-beta_precursor_protein,664,8,37,4,85,2007-01-09 10:52:07,2022-04-22 21:39:51,30
Alzheimer,gl,Amyloid-beta_precursor_protein,4464,5,87,7,49,2014-03-13 19:55:24,2025-01-02 19:51:50,7
Alzheimer,it,Amyloid-beta_precursor_protein,660,4,15,4,29,2009-10-11 14:55:12,2025-02-26 20:25:47,22
Alzheimer,ja,Amyloid-beta_precursor_protein,3092,12,83,8,11,2020-05-16 15:19:33,2023-03-03 20:18:16,6
Alzheimer,la,Amyloid-beta_precursor_protein,547,5,32,4,8,2019-10-01 15:26:57,2023-04-22 19:55:15,2
Alzheimer,pt,Amyloid-beta_precursor_protein,200,1,14,1,6,2014-11-18 21:47:25,2023-07-03 13:09:26,4
Alzheimer,ru,Amyloid-beta_precursor_protein,1081,5,31,4,49,2009-01-30 17:42:04,2023-12-16 20:36:42,23
Alzheimer,uk,Amyloid-beta_precursor_protein,1225,7,52,3,8,2017-09-12 12:08:42,2024-11-23 23:52:00,6
Alzheimer,zh,Amyloid-beta_precursor_protein,1145,5,36,3,17,2016-02-05 04:38:44,2024-05-21 17:32:18,10
Alzheimer,af,Oxidative_stress,85,3,11,1,10,2014-05-17 15:40:37,2019-02-11 23:23:46,4
Alzheimer,ar,Oxidative_stress,269,5,10,2,47,2012-11-01 16:17:16,2023-03-24 15:51:55,21
Alzheimer,bs,Oxidative_stress,1940,2,82,5,8,2022-02-13 10:48:02,2022-04-13 07:01:48,3
Alzheimer,ca,Oxidative_stress,574,1,35,2,39,2008-07-25 10:05:55,2025-03-01 01:25:04,21
Alzheimer,cs,Oxidative_stress,308,2,33,1,30,2009-10-20 18:19:07,2023-03-29 07:07:26,23
Alzheimer,de,Oxidative_stress,1613,0,65,6,271,2003-11-30 11:15:23,2025-02-19 17:43:01,144
Alzheimer,el,Oxidative_stress,1753,2,63,8,41,2011-11-27 16:48:01,2024-03-03 23:55:30,18
Alzheimer,en,Oxidative_stress,5868,2,184,13,730,2005-07-01 15:52:01,2025-02-24 16:42:48,365
Alzheimer,es,Oxidative_stress,2224,2,98,7,89,2007-10-15 12:48:48,2024-11-29 12:08:20,70
Alzheimer,et,Oxidative_stress,1674,0,74,8,23,2013-01-10 21:40:22,2024-06-02 20:47:47,16
Alzheimer,ext,Oxidative_stress,977,2,6,4,10,2016-01-28 18:25:25,2022-12-01 09:46:37,3
Alzheimer,fa,Oxidative_stress,1308,2,44,3,26,2018-04-27 04:01:40,2025-02-26 06:45:52,11
Alzheimer,fi,Oxidative_stress,1448,0,30,7,50,2008-10-10 12:21:52,2023-11-30 13:31:54,38
Alzheimer,fr,Oxidative_stress,1596,4,105,8,163,2007-02-13 14:13:18,2025-02-09 12:46:35,87
Alzheimer,gl,Oxidative_stress,3472,1,112,9,63,2012-10-04 11:57:57,2023-07-25 19:40:51,9
Alzheimer,id,Oxidative_stress,314,2,27,2,43,2006-11-04 04:27:20,2025-01-03 12:21:35,28
Alzheimer,it,Oxidative_stress,454,4,46,2,52,2007-07-09 02:11:44,2022-02-14 18:39:54,38
Alzheimer,ja,Oxidative_stress,620,3,93,4,27,2010-08-13 16:37:46,2025-02-19 15:21:03,22
Alzheimer,ko,Oxidative_stress,239,2,23,3,4,2021-05-06 05:48:33,2022-03-02 08:57:37,3
Alzheimer,ms,Oxidative_stress,238,3,7,1,35,2006-11-08 08:06:48,2021-08-12 23:28:18,19
Alzheimer,nl,Oxidative_stress,395,0,36,2,47,2009-08-03 20:03:51,2023-01-20 08:07:16,30
Alzheimer,pl,Oxidative_stress,1859,1,91,7,68,2008-02-13 13:34:40,2024-11-26 19:10:47,41
Alzheimer,pt,Oxidative_stress,2302,3,111,9,44,2007-10-30 16:29:25,2024-01-03 12:19:55,31
Alzheimer,ro,Oxidative_stress,107,1,11,2,4,2016-09-12 14:50:43,2018-09-02 18:34:43,2
Alzheimer,ru,Oxidative_stress,4487,0,81,15,89,2007-01-30 15:06:43,2024-09-04 01:58:51,55
Alzheimer,sd,Oxidative_stress,65,0,1,1,9,2016-12-01 16:14:53,2025-02-16 13:20:11,7
Alzheimer,sl,Oxidative_stress,589,1,36,2,6,2013-08-27 08:26:11,2023-07-15 18:45:05,5
Alzheimer,sr,Oxidative_stress,3331,7,122,9,97,2012-01-29 11:35:42,2025-02-08 02:59:25,22
Alzheimer,sv,Oxidative_stress,192,0,17,2,47,2006-01-02 19:24:08,2020-06-28 18:24:00,33
Alzheimer,tr,Oxidative_stress,677,2,36,5,6,2025-02-19 14:08:51,2025-02-21 17:44:10,3
Alzheimer,uk,Oxidative_stress,186,2,20,0,33,2007-07-29 08:22:09,2016-07-25 16:31:55,23
Alzheimer,vi,Oxidative_stress,3630,0,66,9,52,2011-04-13 15:43:18,2022-04-15 08:20:01,23
Alzheimer,zh,Oxidative_stress,28,5,27,0,64,2007-08-11 18:29:16,2024-05-31 06:50:50,36
Alzheimer,ar,Neurofibrillary_tangle,288,6,16,2,9,2020-04-24 12:46:01,2023-03-16 02:00:17,5
Alzheimer,en,Neurofibrillary_tangle,2703,3,77,8,251,2005-08-04 04:15:19,2024-11-12 07:45:41,149
Alzheimer,es,Neurofibrillary_tangle,337,2,18,3,40,2008-10-05 01:04:50,2023-11-28 18:15:47,29
Alzheimer,fa,Neurofibrillary_tangle,170,0,6,1,15,2018-04-13 08:48:54,2023-02-13 07:54:39,6
Alzheimer,fr,Neurofibrillary_tangle,71,3,4,1,17,2011-11-27 13:19:33,2023-05-29 01:06:50,9
Alzheimer,gl,Neurofibrillary_tangle,2949,3,45,7,69,2014-05-06 17:11:51,2024-12-04 09:45:15,6
Alzheimer,id,Neurofibrillary_tangle,441,0,11,1,21,2010-06-21 12:23:38,2025-01-05 05:55:51,10
Alzheimer,it,Neurofibrillary_tangle,335,2,19,2,33,2007-09-21 10:58:47,2025-02-26 20:30:06,22
Alzheimer,nl,Neurofibrillary_tangle,200,1,4,1,19,2012-02-13 16:03:45,2018-09-21 09:49:03,10
Alzheimer,pl,Neurofibrillary_tangle,181,2,21,1,26,2008-05-25 14:41:59,2023-01-10 16:06:51,16
Alzheimer,pt,Neurofibrillary_tangle,88,2,7,0,12,2007-10-24 18:17:10,2020-07-17 22:07:54,8
Alzheimer,ru,Neurofibrillary_tangle,1110,2,43,5,27,2009-01-16 16:30:38,2023-10-06 23:36:04,19
Alzheimer,ar,Milnacipran,758,9,128,1,13,2024-03-08 06:36:50,2024-12-25 04:15:23,4
Alzheimer,de,Milnacipran,1696,4,76,7,200,2005-06-28 08:09:17,2024-09-06 19:30:37,99
Alzheimer,en,Milnacipran,3749,5,1035,8,379,2005-08-09 20:12:37,2025-01-14 03:04:07,192
Alzheimer,es,Milnacipran,181,4,30,1,26,2015-05-11 22:05:53,2021-07-17 21:14:08,12
Alzheimer,fa,Milnacipran,351,4,164,2,12,2020-10-13 17:26:03,2024-12-06 08:33:17,7
Alzheimer,fi,Milnacipran,318,2,87,2,20,2015-10-19 21:15:28,2024-10-26 07:50:53,10
Alzheimer,fr,Milnacipran,1000,5,111,7,68,2008-06-14 20:03:54,2024-07-26 11:51:22,45
Alzheimer,he,Milnacipran,1377,5,78,9,106,2013-09-10 13:24:43,2023-12-09 07:43:11,22
Alzheimer,ja,Milnacipran,176,5,90,6,72,2005-02-27 01:29:28,2024-07-04 11:42:17,51
Alzheimer,ko,Milnacipran,423,1,42,2,7,2022-06-25 11:13:42,2024-11-07 00:42:52,4
Alzheimer,la,Milnacipran,745,5,59,6,29,2017-10-30 13:14:50,2021-03-27 15:06:23,2
Alzheimer,or,Milnacipran,226,3,9,1,3,2023-07-09 10:56:25,2023-07-10 17:42:07,3
Alzheimer,pl,Milnacipran,331,3,93,3,43,2007-10-09 23:22:21,2020-10-23 15:03:24,25
Alzheimer,pt,Milnacipran,553,3,138,2,33,2005-03-21 09:51:07,2022-06-21 05:52:37,24
Alzheimer,ro,Milnacipran,494,5,82,2,3,2022-04-23 18:16:30,2023-03-19 16:49:46,2
Alzheimer,ru,Milnacipran,1387,3,125,9,77,2008-07-06 12:10:10,2023-09-28 18:48:39,28
Alzheimer,sh,Milnacipran,1497,6,230,4,18,2014-04-05 11:12:16,2024-12-19 16:35:56,6
Alzheimer,sr,Milnacipran,1432,10,333,4,35,2013-12-15 06:36:34,2024-10-05 17:27:46,8
Alzheimer,sv,Milnacipran,99,1,41,0,15,2008-06-10 19:51:33,2023-10-27 21:34:55,12
Alzheimer,sw,Milnacipran,258,3,12,1,2,2024-11-20 12:54:43,2024-11-20 13:08:46,2
Alzheimer,te,Milnacipran,169,1,7,1,3,2024-09-25 05:13:59,2024-09-25 05:46:43,1
Alzheimer,tr,Milnacipran,70,2,15,1,8,2022-06-09 19:33:08,2024-03-21 22:54:41,4
Alzheimer,uk,Milnacipran,721,2,67,7,11,2019-02-05 21:32:44,2025-01-25 21:37:30,8
Alzheimer,ar,Primary_progressive_aphasia,1402,3,168,8,35,2013-04-03 19:29:11,2023-09-19 01:55:34,15
Alzheimer,ca,Primary_progressive_aphasia,358,2,18,1,8,2021-05-10 21:27:37,2025-02-27 07:44:32,3
Alzheimer,en,Primary_progressive_aphasia,2318,3,157,8,207,2005-08-26 02:11:22,2024-10-18 19:04:46,122
Alzheimer,es,Primary_progressive_aphasia,1257,1,41,9,24,2011-03-26 01:38:01,2024-02-23 23:40:26,12
Alzheimer,it,Primary_progressive_aphasia,863,3,144,6,27,2010-04-13 10:47:23,2021-11-07 20:30:31,17
Alzheimer,ja,Primary_progressive_aphasia,48,0,15,4,11,2014-11-30 03:35:27,2020-04-25 09:08:30,11
Alzheimer,la,Primary_progressive_aphasia,773,6,31,7,33,2019-04-30 18:33:11,2021-09-01 15:28:03,2
Alzheimer,nl,Primary_progressive_aphasia,319,0,9,5,16,2009-11-29 21:00:23,2022-12-06 14:18:45,9
Alzheimer,simple,Primary_progressive_aphasia,73,1,3,1,5,2018-03-08 04:49:31,2021-08-23 09:41:10,3
Alzheimer,tr,Primary_progressive_aphasia,949,0,10,6,10,2023-09-18 16:31:39,2024-12-01 22:42:33,5
Alzheimer,en,Logopenic_progressive_aphasia,483,0,13,3,63,2005-09-13 09:49:30,2024-04-04 02:04:19,37
Alzheimer,la,Logopenic_progressive_aphasia,523,3,13,5,9,2021-09-01 17:08:34,2022-05-12 08:23:16,1
Alzheimer,ar,Pittsburgh_compound_B,807,10,32,3,10,2020-06-18 09:29:20,2023-12-18 21:54:28,5
Alzheimer,azb,Pittsburgh_compound_B,60,2,13,2,3,2017-11-30 05:25:50,2018-12-05 02:26:52,3
Alzheimer,de,Pittsburgh_compound_B,308,1,26,2,39,2018-01-23 12:05:45,2023-03-27 16:43:18,14
Alzheimer,en,Pittsburgh_compound_B,2027,6,232,6,88,2005-10-05 07:18:26,2024-10-21 18:14:49,50
Alzheimer,fa,Pittsburgh_compound_B,551,3,13,2,15,2012-04-04 00:22:13,2023-04-11 09:58:50,10
Alzheimer,ru,Pittsburgh_compound_B,341,2,29,2,25,2009-01-30 19:52:27,2019-08-26 23:03:03,14
Alzheimer,sh,Pittsburgh_compound_B,336,4,22,4,15,2014-04-12 01:52:00,2024-12-21 12:10:39,5
Alzheimer,sr,Pittsburgh_compound_B,336,4,21,4,14,2013-12-27 04:29:21,2024-04-10 01:15:25,6
Alzheimer,ar,Huperzine_A,1403,9,40,5,27,2019-06-22 19:04:08,2024-01-09 07:15:57,6
Alzheimer,azb,Huperzine_A,144,6,9,3,4,2017-11-07 03:42:59,2018-12-05 17:19:09,2
Alzheimer,de,Huperzine_A,554,4,43,4,107,2006-06-16 10:12:56,2024-11-17 13:03:58,54
Alzheimer,en,Huperzine_A,2283,5,555,8,318,2005-10-26 19:53:54,2024-09-07 00:31:20,171
Alzheimer,es,Huperzine_A,415,3,36,1,20,2012-04-24 21:35:27,2024-02-04 19:11:58,12
Alzheimer,fa,Huperzine_A,1169,5,352,2,23,2012-04-25 21:39:55,2024-03-23 19:36:16,13
Alzheimer,fi,Huperzine_A,244,1,21,2,35,2010-06-19 16:40:11,2024-06-27 18:20:08,23
Alzheimer,it,Huperzine_A,420,10,26,5,36,2011-08-27 16:25:21,2023-01-21 21:02:26,20
Alzheimer,ja,Huperzine_A,434,2,37,4,36,2009-09-23 10:23:18,2024-05-20 21:29:14,24
Alzheimer,nl,Huperzine_A,302,1,25,2,16,2014-08-26 19:53:10,2023-05-13 14:20:12,10
Alzheimer,ru,Huperzine_A,1555,3,39,10,9,2022-12-12 19:15:10,2025-02-10 04:16:45,4
Alzheimer,sh,Huperzine_A,520,5,25,4,15,2014-04-11 21:14:47,2024-12-19 15:21:16,5
Alzheimer,sr,Huperzine_A,948,7,325,4,14,2013-12-14 02:41:17,2024-04-09 21:01:17,6
Alzheimer,te,Huperzine_A,670,2,35,8,47,2024-04-03 11:02:18,2024-04-04 04:18:03,1
Alzheimer,vi,Huperzine_A,607,2,17,2,18,2008-06-15 08:55:48,2024-09-07 09:43:40,18
Alzheimer,zh,Huperzine_A,137,7,27,1,13,2024-12-22 04:05:13,2025-02-03 09:38:23,2
Alzheimer,ar,Apolipoprotein_E,2352,6,91,2,24,2020-06-23 10:14:52,2024-08-06 05:22:03,6
Alzheimer,bs,Apolipoprotein_E,5412,8,128,8,15,2021-06-01 15:36:04,2025-01-15 07:29:11,5
Alzheimer,ca,Apolipoprotein_E,5243,14,81,9,74,2012-11-22 19:41:14,2025-01-10 09:24:31,20
Alzheimer,cy,Apolipoprotein_E,766,2,8,3,2,2018-01-30 08:59:44,2018-01-30 09:53:29,2
Alzheimer,de,Apolipoprotein_E,1175,1,42,5,71,2007-12-16 22:36:37,2024-09-23 07:22:20,45
Alzheimer,en,Apolipoprotein_E,7283,22,314,8,593,2006-03-11 16:44:02,2025-01-24 21:40:13,286
Alzheimer,es,Apolipoprotein_E,1480,6,72,6,62,2008-01-03 01:49:51,2024-12-19 14:06:22,50
Alzheimer,fa,Apolipoprotein_E,1132,7,69,2,11,2020-01-26 10:59:07,2024-10-21 02:33:39,6
Alzheimer,fi,Apolipoprotein_E,173,1,11,2,17,2008-12-01 20:39:10,2022-10-14 18:30:48,14
Alzheimer,fr,Apolipoprotein_E,461,3,24,2,27,2012-11-02 18:45:00,2024-06-04 08:40:09,17
Alzheimer,gl,Apolipoprotein_E,4189,2,124,5,63,2016-01-30 11:46:19,2024-12-18 10:59:03,5
Alzheimer,hr,Apolipoprotein_E,154,1,10,0,6,2012-09-18 17:23:05,2022-01-02 22:48:58,5
Alzheimer,ja,Apolipoprotein_E,3914,9,87,8,12,2021-01-06 06:03:57,2024-06-05 04:37:46,8
Alzheimer,la,Apolipoprotein_E,377,5,17,5,11,2019-02-03 14:08:24,2019-05-28 19:51:39,1
Alzheimer,nl,Apolipoprotein_E,1136,3,25,2,11,2018-01-08 13:04:58,2023-08-18 12:00:50,9
Alzheimer,pl,Apolipoprotein_E,293,0,23,3,7,2015-01-27 23:16:13,2024-11-05 17:01:45,6
Alzheimer,pt,Apolipoprotein_E,54,2,5,1,2,2014-11-19 17:36:55,2014-11-19 17:40:20,1
Alzheimer,ru,Apolipoprotein_E,2352,4,155,8,56,2007-03-16 01:32:46,2024-09-05 15:10:39,32
Alzheimer,tr,Apolipoprotein_E,259,0,26,2,29,2006-01-30 13:40:51,2024-12-04 16:37:47,22
Alzheimer,uk,Apolipoprotein_E,978,5,47,3,8,2017-01-30 12:14:19,2024-12-03 21:21:12,7
Alzheimer,ar,Beta-secretase_1,862,7,36,2,14,2020-06-10 16:22:16,2023-08-29 03:07:34,8
Alzheimer,cy,Beta-secretase_1,743,2,8,3,3,2018-01-30 08:59:56,2018-03-04 12:46:51,3
Alzheimer,de,Beta-secretase_1,488,1,41,4,58,2007-12-16 12:57:33,2025-02-16 15:05:02,36
Alzheimer,en,Beta-secretase_1,2959,44,166,6,191,2006-04-04 07:40:59,2025-02-20 17:12:21,98
Alzheimer,es,Beta-secretase_1,1026,3,37,6,5,2018-05-06 04:27:19,2024-07-05 08:47:50,4
Alzheimer,fr,Beta-secretase_1,760,10,23,2,6,2018-05-04 13:09:13,2023-09-11 20:13:49,4
Alzheimer,ja,Beta-secretase_1,1118,9,37,6,8,2019-05-03 10:53:59,2024-12-10 21:05:05,4
Alzheimer,la,Beta-secretase_1,745,3,18,4,15,2019-01-26 13:16:17,2019-10-13 21:23:51,2
Alzheimer,ru,Beta-secretase_1,288,3,24,3,18,2009-07-24 15:55:53,2019-07-13 21:19:13,7
Alzheimer,sh,Beta-secretase_1,353,1,42,3,19,2014-01-25 12:20:33,2024-12-20 23:51:05,2
Alzheimer,sr,Beta-secretase_1,344,3,52,3,18,2013-05-07 07:38:52,2024-04-08 13:33:15,5
Alzheimer,uk,Beta-secretase_1,969,5,50,3,8,2017-09-08 16:18:43,2024-11-24 12:57:14,6
Alzheimer,zh,Beta-secretase_1,1043,11,48,4,7,2022-10-04 13:33:11,2023-01-24 12:01:48,3
Alzheimer,ca,Galanin,1830,15,85,10,83,2009-12-15 12:05:21,2025-02-11 19:01:22,26
Alzheimer,de,Galanin,204,1,33,1,28,2005-11-15 18:48:29,2025-02-16 15:12:02,19
Alzheimer,en,Galanin,3085,9,182,8,172,2006-07-04 17:17:49,2024-10-02 19:04:07,85
Alzheimer,es,Galanin,3153,1,78,7,11,2022-06-03 17:49:06,2024-05-31 12:29:29,6
Alzheimer,gl,Galanin,2818,3,90,7,70,2022-12-22 20:25:45,2024-03-03 18:31:02,2
